Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL25,OUT027,2143.490234375
NCJ06,OUT010,0.0
FDY09,OUT013,1964.826171875
FDS40,OUT046,724.677734375
FDH41,OUT017,3107.306640625
FDG38,OUT035,1999.748046875
FDU03,OUT027,3816.591796875
FDV20,OUT046,2220.349609375
DRB13,OUT045,2677.982421875
NCQ30,OUT013,1545.818359375
NCH06,OUT013,2543.005859375
FDU50,OUT018,1253.548828125
NCO42,OUT019,451.662109375
FDW09,OUT018,711.912109375
FDH04,OUT013,1675.830078125
FDC21,OUT045,1623.900390625
FDL21,OUT049,987.408203125
FDM46,OUT010,0.0
FDT22,OUT019,0.0
FDB28,OUT035,2600.255859375
FDI12,OUT018,823.115234375
FDA28,OUT045,2040.228515625
FDF59,OUT013,1366.267578125
FDM45,OUT027,3476.486328125
FDQ56,OUT017,1913.638671875
FDR46,OUT049,2569.689453125
FDT01,OUT013,3288.603515625
FDD16,OUT027,3158.041015625
NCU30,OUT010,786.755859375
FDM40,OUT010,0.0
FDI56,OUT035,2044.291015625
NCS30,OUT013,2295.615234375
FDU08,OUT017,1339.876953125
FDX51,OUT027,4295.330078125
FDA43,OUT045,2488.587890625
FDX59,OUT010,0.0
FDC37,OUT018,2162.669921875
FDP58,OUT013,3080.033203125
NCY42,OUT035,2755.580078125
FDF21,OUT018,3474.083984375
FDU10,OUT027,2199.560546875
DRL47,OUT018,746.939453125
FDA58,OUT018,1892.126953125
FDJ22,OUT049,2128.751953125
FDK50,OUT046,3064.927734375
FDO38,OUT035,1159.775390625
DRF60,OUT035,4836.185546875
NCZ42,OUT019,2268.150390625
FDD35,OUT049,2072.662109375
FDL25,OUT045,644.287109375
FDJ16,OUT013,1129.423828125
DRK59,OUT049,2443.103515625
FDI50,OUT046,4996.865234375
NCB19,OUT045,1390.275390625
DRI37,OUT035,901.521484375
FDA14,OUT027,3361.919921875
FDC08,OUT018,2704.998046875
FDS45,OUT046,2363.541015625
FDI21,OUT049,1211.689453125
DRJ47,OUT035,3063.283203125
DRE37,OUT027,3713.294921875
FDT55,OUT018,3100.919921875
NCG42,OUT027,3301.423828125
FDA31,OUT049,2441.552734375
NCW42,OUT046,3184.873046875
FDF50,OUT017,3147.626953125
FDK56,OUT049,3036.220703125
FDX10,OUT035,75.033203125
NCK07,OUT027,4069.865234375
FDZ49,OUT017,3069.638671875
FDR33,OUT013,2053.267578125
FDO44,OUT018,1510.923828125
FDA20,OUT046,3251.505859375
NCL30,OUT045,2589.076171875
FDI05,OUT019,0.0
FDQ12,OUT018,2449.466796875
FDH47,OUT017,1926.826171875
FDH34,OUT018,3108.021484375
FDF29,OUT046,1866.962890625
FDG40,OUT018,388.326171875
NCE18,OUT017,4489.326171875
FDP21,OUT010,1814.544921875
FDY50,OUT013,1692.025390625
FDB36,OUT049,2054.623046875
NCZ29,OUT049,2246.646484375
FDU20,OUT018,1883.294921875
FDO56,OUT013,1747.130859375
FDW31,OUT049,2306.564453125
DRH59,OUT013,1277.095703125
NCB30,OUT017,3118.994140625
FDK43,OUT027,3670.427734375
FDW43,OUT045,3584.478515625
NCL19,OUT017,2332.373046875
FDJ27,OUT046,1663.603515625
FDC45,OUT046,1775.794921875
FDY40,OUT035,1265.298828125
NCM41,OUT035,1192.427734375
NCK18,OUT019,1008.716796875
FDP37,OUT049,2513.759765625
FDA27,OUT027,4535.248046875
NCX30,OUT035,4176.044921875
FDR09,OUT017,3451.134765625
FDG08,OUT027,4350.138671875
NCU30,OUT013,2751.455078125
FDB16,OUT017,1221.912109375
FDM16,OUT017,1723.767578125
FDC48,OUT013,1837.380859375
NCF18,OUT046,3805.130859375
FDU46,OUT018,1269.126953125
FDH41,OUT018,2709.310546875
NCN42,OUT010,759.021484375
FDU49,OUT046,1991.845703125
FDB20,OUT027,2542.962890625
FDG50,OUT019,0.0
FDW20,OUT045,1987.787109375
NCO55,OUT049,1858.591796875
FDX48,OUT046,2424.400390625
FDU48,OUT046,1257.021484375
FDR48,OUT019,0.0
FDK27,OUT013,1767.677734375
FDT35,OUT013,1762.978515625
FDN12,OUT049,1828.611328125
NCE31,OUT019,0.0
FDL21,OUT017,1014.529296875
FDV56,OUT017,612.986328125
FDR16,OUT017,4828.974609375
NCP41,OUT049,1964.576171875
FDJ27,OUT013,1696.923828125
FDA07,OUT017,2118.611328125
FDK55,OUT049,1403.166015625
FDM33,OUT049,4025.271484375
FDY46,OUT046,3380.017578125
FDD36,OUT046,1680.892578125
FDB12,OUT027,3187.990234375
FDF28,OUT019,0.0
NCE07,OUT019,0.0
FDW50,OUT027,3280.638671875
NCW18,OUT017,3595.568359375
NCJ17,OUT019,0.0
DRZ24,OUT010,338.966796875
FDS07,OUT035,1710.478515625
NCW05,OUT010,1239.873046875
FDZ22,OUT018,991.560546875
FDK02,OUT046,2149.490234375
FDZ45,OUT027,4820.958984375
FDL25,OUT046,700.779296875
FDS08,OUT045,1585.666015625
NCZ42,OUT027,5586.619140625
FDX57,OUT035,1929.455078125
FDF21,OUT046,3756.619140625
FDJ56,OUT018,1382.060546875
FDX10,OUT013,0.0
DRG48,OUT035,2428.990234375
DRN37,OUT046,2109.869140625
NCY41,OUT018,428.076171875
FDN28,OUT045,1186.455078125
FDE34,OUT045,3224.009765625
FDR10,OUT045,2230.990234375
FDC32,OUT017,1419.818359375
DRG13,OUT046,3488.751953125
FDP59,OUT049,1646.958984375
NCT53,OUT010,0.0
FDL57,OUT027,6245.271484375
FDN32,OUT010,1380.990234375
FDK09,OUT018,3087.583984375
FDA52,OUT010,604.935546875
FDC57,OUT049,2465.455078125
FDI09,OUT035,4225.205078125
NCB07,OUT046,3345.060546875
FDP26,OUT035,1572.255859375
FDP40,OUT027,3194.509765625
FDL15,OUT013,1997.111328125
FDV07,OUT046,1715.162109375
FDS03,OUT017,1590.099609375
FDE50,OUT049,3140.419921875
FDQ15,OUT017,1539.798828125
FDQ33,OUT010,1957.935546875
FDT22,OUT013,793.689453125
DRO35,OUT035,2728.931640625
FDJ41,OUT049,3545.583984375
FDQ27,OUT035,2278.634765625
FDC26,OUT017,1691.712890625
NCF43,OUT027,3709.107421875
NCR50,OUT035,3864.693359375
FDE39,OUT018,2407.287109375
FDN49,OUT027,2240.119140625
DRG11,OUT035,2134.880859375
NCA18,OUT049,1621.083984375
FDM36,OUT018,2237.349609375
FDW32,OUT017,1642.751953125
NCQ18,OUT010,0.0
FDX14,OUT027,2749.103515625
FDD46,OUT017,2200.947265625
FDI34,OUT019,1938.654296875
NCJ17,OUT035,1561.318359375
FDB52,OUT035,2880.056640625
FDV55,OUT018,1964.794921875
FDC57,OUT046,2377.029296875
FDB29,OUT046,1555.416015625
NCO43,OUT035,2116.798828125
FDG44,OUT045,1127.630859375
FDJ34,OUT045,1400.486328125
FDH40,OUT049,1344.767578125
NCD07,OUT027,2625.326171875
FDB41,OUT017,1385.333984375
FDH47,OUT018,1480.080078125
DRK37,OUT035,4204.478515625
FDM25,OUT019,1029.916015625
NCX06,OUT045,2961.681640625
NCS05,OUT017,1759.123046875
FDS39,OUT045,2642.732421875
FDC47,OUT027,5992.599609375
FDG20,OUT013,1779.603515625
DRL23,OUT017,1774.380859375
FDY33,OUT013,3345.833984375
NCH18,OUT045,3465.224609375
FDX47,OUT035,2585.650390625
NCB06,OUT045,2570.623046875
FDP36,OUT049,1370.482421875
FDW44,OUT018,1940.912109375
NCU41,OUT018,3564.505859375
NCS17,OUT046,1857.169921875
FDD46,OUT035,2244.994140625
FDE45,OUT017,3623.615234375
FDI09,OUT017,4181.158203125
NCJ54,OUT010,2579.732421875
NCA29,OUT018,2676.912109375
NCN41,OUT027,3390.294921875
FDY34,OUT035,3147.603515625
NCG55,OUT035,2518.330078125
DRM49,OUT046,723.513671875
NCB42,OUT049,1745.416015625
FDE58,OUT045,1913.712890625
DRJ25,OUT013,1089.544921875
FDS47,OUT010,0.0
FDY21,OUT049,3613.248046875
NCI54,OUT013,1784.802734375
FDO24,OUT017,2593.365234375
FDY43,OUT035,1116.185546875
FDF35,OUT018,1214.373046875
NCP29,OUT019,0.0
FDN28,OUT027,2685.419921875
FDJ50,OUT018,635.646484375
FDQ14,OUT027,3563.443359375
FDC37,OUT035,2604.525390625
FDN08,OUT046,2024.095703125
FDD04,OUT035,2228.474609375
FDW34,OUT018,3596.029296875
FDP04,OUT017,861.521484375
NCG07,OUT017,2992.048828125
NCN14,OUT018,2043.857421875
FDJ16,OUT045,1039.615234375
NCM42,OUT045,1315.564453125
NCF19,OUT046,746.775390625
FDY21,OUT018,3242.185546875
FDY19,OUT035,2659.048828125
FDV09,OUT045,2335.181640625
FDA28,OUT013,2147.931640625
FDC38,OUT018,1714.888671875
FDL28,OUT045,2031.419921875
NCH43,OUT049,2026.736328125
NCN53,OUT045,842.951171875
NCW05,OUT017,3315.294921875
NCO30,OUT018,2301.130859375
FDT04,OUT019,0.0
FDB27,OUT018,3085.357421875
NCK07,OUT013,2660.568359375
NCA53,OUT013,1093.060546875
FDB33,OUT018,2943.923828125
FDU37,OUT017,1930.287109375
FDR13,OUT035,1410.162109375
FDE45,OUT049,3596.533203125
FDV37,OUT017,2567.408203125
FDX44,OUT019,0.0
NCL06,OUT017,3630.017578125
FDJ28,OUT045,2775.927734375
FDX55,OUT049,3509.732421875
NCK17,OUT018,415.787109375
FDH52,OUT035,1176.650390625
FDN13,OUT027,2804.193359375
FDK44,OUT018,1600.279296875
FDU16,OUT046,1313.123046875
FDZ07,OUT017,1388.529296875
NCN06,OUT027,4228.591796875
FDH02,OUT010,0.0
NCW18,OUT045,3446.056640625
FDH57,OUT013,2238.552734375
FDV35,OUT045,3054.923828125
NCU29,OUT013,2766.845703125
NCP02,OUT046,1118.482421875
FDN44,OUT013,2777.595703125
FDX03,OUT018,572.009765625
FDR11,OUT010,512.380859375
FDA36,OUT046,2103.423828125
FDP58,OUT027,4489.451171875
FDH31,OUT045,1228.458984375
FDH34,OUT035,3549.884765625
FDS13,OUT035,3305.798828125
FDT01,OUT018,3042.130859375
FDY09,OUT049,2019.951171875
FDV33,OUT027,4734.255859375
NCW29,OUT010,0.0
NCN17,OUT045,1268.638671875
FDX01,OUT046,1513.857421875
FDL03,OUT049,2637.201171875
DRL59,OUT049,1649.240234375
DRM11,OUT027,5256.935546875
FDA43,OUT049,2633.435546875
FDZ56,OUT010,913.736328125
FDI44,OUT018,803.498046875
FDB50,OUT013,1524.853515625
FDU15,OUT019,0.0
NCJ19,OUT019,0.0
FDD48,OUT013,2206.837890625
NCW42,OUT035,3322.259765625
FDL24,OUT017,4224.556640625
NCB30,OUT013,3036.744140625
FDK25,OUT013,3430.107421875
FDW28,OUT049,3028.662109375
FDD47,OUT017,3614.333984375
FDK16,OUT019,44.373046875
FDW37,OUT046,1038.642578125
FDA48,OUT035,4511.060546875
FDA14,OUT017,2034.802734375
FDV15,OUT013,2150.439453125
FDN22,OUT049,3470.544921875
NCD55,OUT045,454.693359375
FDY43,OUT013,990.138671875
NCU05,OUT017,1247.142578125
FDF10,OUT035,2222.103515625
FDR39,OUT018,3358.712890625
FDG40,OUT013,704.150390625
FDZ28,OUT019,117.591796875
FDE02,OUT045,1771.501953125
FDU60,OUT049,3856.849609375
FDM21,OUT013,4424.275390625
FDV52,OUT019,170.599609375
NCW06,OUT013,2623.041015625
FDX36,OUT035,4079.419921875
FDT35,OUT027,3172.251953125
NCL19,OUT010,300.103515625
NCD31,OUT046,2579.369140625
FDE53,OUT019,0.0
FDW58,OUT019,0.0
DRF48,OUT046,1572.751953125
FDW57,OUT035,3613.521484375
DRH13,OUT017,1362.279296875
FDT33,OUT013,2386.408203125
DRK47,OUT027,4729.076171875
FDY22,OUT010,124.158203125
FDC35,OUT019,644.376953125
FDO03,OUT013,5108.892578125
FDF24,OUT045,1594.4609375
FDF56,OUT018,2946.40625
FDD28,OUT013,641.978515625
FDG53,OUT027,3237.322265625
FDO27,OUT019,0.0
NCF54,OUT018,2514.341796875
FDC20,OUT027,2268.259765625
FDU10,OUT046,756.986328125
DRA24,OUT018,2246.205078125
FDA02,OUT010,0.0
FDG10,OUT017,996.759765625
FDW39,OUT010,486.787109375
FDP04,OUT019,0.0
NCM55,OUT013,2994.841796875
FDG47,OUT045,4022.693359375
NCU41,OUT017,3962.529296875
NCK31,OUT017,463.673828125
FDZ46,OUT045,1470.798828125
FDU13,OUT027,4003.365234375
NCF19,OUT045,690.373046875
NCJ43,OUT013,2175.880859375
NCJ05,OUT045,2051.150390625
FDS04,OUT027,3987.044921875
FDX28,OUT010,0.0
FDB41,OUT027,2712.599609375
FDG53,OUT046,1794.748046875
FDL15,OUT010,29.369140625
FDQ08,OUT049,1278.626953125
DRN36,OUT013,1440.076171875
FDI46,OUT013,2814.935546875
FDG16,OUT027,4748.896484375
FDV32,OUT013,1473.552734375
FDF44,OUT010,1184.912109375
FDK04,OUT018,548.708984375
NCA41,OUT013,3281.330078125
FDD51,OUT017,600.353515625
NCZ53,OUT045,3087.681640625
FDP01,OUT027,3318.884765625
FDY25,OUT049,4837.712890625
FDB17,OUT018,3183.263671875
NCV54,OUT018,1320.865234375
FDJ32,OUT017,480.326171875
FDA37,OUT049,2287.451171875
FDG35,OUT035,2160.947265625
NCM05,OUT018,4346.888671875
FDG45,OUT046,4618.916015625
FDH28,OUT013,580.974609375
NCE18,OUT049,4470.298828125
FDH38,OUT045,2293.451171875
FDR56,OUT013,4175.888671875
FDH17,OUT027,3046.322265625
FDD39,OUT049,3889.341796875
FDB41,OUT049,1358.326171875
NCR53,OUT046,3715.267578125
FDX46,OUT017,989.478515625
FDV28,OUT049,690.876953125
FDA08,OUT018,1886.513671875
FDH45,OUT017,936.134765625
NCS38,OUT010,0.0
FDD40,OUT010,1227.154296875
DRM59,OUT035,2564.384765625
NCJ43,OUT018,1870.287109375
NCN29,OUT013,1078.697265625
NCC19,OUT045,3589.529296875
FDR56,OUT035,4301.966796875
FDZ43,OUT049,4568.013671875
FDJ32,OUT010,0.0
DRH03,OUT017,1502.693359375
NCZ54,OUT035,3779.294921875
FDE26,OUT017,2456.173828125
FDS03,OUT045,1418.248046875
DRZ24,OUT019,386.427734375
FDO48,OUT027,4447.748046875
FDW39,OUT049,2483.962890625
NCK05,OUT049,1173.275390625
NCK30,OUT017,3677.966796875
FDT27,OUT018,3104.568359375
FDS08,OUT019,0.0
NCJ19,OUT049,1518.041015625
FDC58,OUT045,260.205078125
DRE37,OUT013,2303.966796875
FDW02,OUT035,2889.087890625
FDJ02,OUT010,0.0
FDX09,OUT045,3194.474609375
FDT31,OUT010,1021.994140625
FDI24,OUT049,3715.677734375
FDY09,OUT045,1884.603515625
FDV28,OUT045,485.783203125
DRM47,OUT049,3162.107421875
FDT52,OUT019,1527.837890625
FDI48,OUT018,318.076171875
FDY55,OUT017,5497.572265625
FDU48,OUT013,1290.353515625
FDN25,OUT045,860.142578125
FDP20,OUT049,1334.974609375
FDJ15,OUT013,4192.560546875
FDD04,OUT018,1752.654296875
FDY58,OUT045,4080.447265625
FDR37,OUT018,3639.490234375
FDF44,OUT013,3155.998046875
FDD32,OUT045,1016.728515625
FDR57,OUT017,2157.255859375
DRG39,OUT027,2489.162109375
FDX15,OUT017,2121.580078125
DRN37,OUT045,2053.443359375
FDW40,OUT027,4351.083984375
FDB32,OUT049,2111.169921875
FDM40,OUT018,1585.712890625
FDE39,OUT027,4132.326171875
DRH49,OUT017,1205.033203125
FDT46,OUT049,1005.470703125
NCF06,OUT035,3017.275390625
FDP07,OUT017,2698.056640625
FDC04,OUT013,2685.587890625
FDZ32,OUT017,1579.685546875
FDD50,OUT045,2837.732421875
FDU56,OUT017,3552.224609375
FDV34,OUT017,1386.580078125
NCY41,OUT013,743.935546875
NCK18,OUT046,2883.345703125
DRH25,OUT049,870.548828125
FDT57,OUT046,3412.080078125
FDV56,OUT018,214.935546875
FDV12,OUT045,2203.607421875
FDN52,OUT017,242.115234375
FDX38,OUT035,1366.669921875
FDE47,OUT018,1579.294921875
NCO07,OUT013,2947.365234375
FDV09,OUT027,3834.087890625
FDZ23,OUT019,1037.169921875
DRH51,OUT018,712.068359375
NCY54,OUT045,2840.416015625
DRG49,OUT013,3891.525390625
NCC19,OUT049,3734.373046875
NCV53,OUT045,5053.603515625
FDZ47,OUT019,0.0
NCO26,OUT018,1784.537109375
NCP02,OUT045,1062.052734375
NCW30,OUT018,3206.107421875
NCN55,OUT046,4461.146484375
FDB20,OUT010,0.0
DRL11,OUT013,2887.474609375
DRD60,OUT045,2863.013671875
FDW14,OUT010,0.0
FDL27,OUT010,0.0
FDU09,OUT018,1081.029296875
DRH36,OUT027,2992.193359375
FDP34,OUT027,4606.634765625
FDE04,OUT017,2903.271484375
FDZ57,OUT027,2516.759765625
FDF02,OUT010,0.0
FDG28,OUT045,2458.513671875
NCI31,OUT046,945.806640625
FDT43,OUT013,935.794921875
FDU20,OUT046,2165.748046875
FDD53,OUT013,928.978515625
FDW15,OUT045,2219.291015625
NCT53,OUT045,1801.212890625
NCG55,OUT027,3801.521484375
FDD48,OUT035,2332.919921875
FDG47,OUT049,4167.513671875
FDI21,OUT017,1238.744140625
FDT27,OUT017,3502.591796875
DRO35,OUT013,2602.861328125
FDD33,OUT017,4160.681640625
FDC04,OUT035,2811.634765625
FDY34,OUT013,3021.525390625
DRJ49,OUT049,2056.892578125
FDE05,OUT049,2520.775390625
FDU31,OUT017,3052.201171875
NCN19,OUT027,4090.458984375
FDK56,OUT027,4390.568359375
FDK58,OUT017,1970.201171875
NCJ42,OUT035,1960.646484375
FDZ34,OUT027,6196.044921875
FDA52,OUT018,2326.017578125
NCR29,OUT013,821.138671875
FDT48,OUT035,3016.244140625
DRJ51,OUT019,1621.408203125
NCS54,OUT046,3555.529296875
FDV01,OUT035,3038.689453125
DRG51,OUT027,3837.271484375
NCG42,OUT013,1892.142578125
FDA51,OUT049,1721.650390625
FDV19,OUT010,980.130859375
NCT18,OUT045,3543.689453125
NCS41,OUT045,1199.419921875
FDO03,OUT046,5061.705078125
FDL12,OUT010,0.0
FDY37,OUT010,675.064453125
FDI58,OUT049,1533.408203125
FDT28,OUT018,2068.263671875
NCC42,OUT010,16.505859375
FDO01,OUT017,1727.654296875
FDJ02,OUT013,1810.291015625
FDQ04,OUT018,1229.958984375
DRL47,OUT013,1062.736328125
FDZ32,OUT035,1623.505859375
FDC35,OUT035,2711.255859375
FDX14,OUT045,1250.083984375
FDZ35,OUT013,2078.189453125
FDL14,OUT013,2362.599609375
FDO04,OUT049,637.369140625
DRK11,OUT017,2052.849609375
FDB44,OUT018,2955.025390625
FDZ50,OUT049,4807.369140625
FDI12,OUT027,2548.384765625
FDU43,OUT017,2227.005859375
FDD58,OUT010,0.0
FDB27,OUT017,3483.396484375
FDB04,OUT018,1252.080078125
NCO17,OUT013,2164.373046875
FDL12,OUT017,1188.400390625
DRJ13,OUT049,2609.552734375
FDD57,OUT045,1397.994140625
FDW19,OUT035,2069.115234375
DRD27,OUT018,1325.224609375
FDH27,OUT027,3515.408203125
NCW30,OUT027,4931.076171875
FDR40,OUT018,834.318359375
FDG05,OUT013,1964.142578125
NCY41,OUT019,0.0
FDI38,OUT018,3964.833984375
FDR20,OUT046,963.541015625
FDE09,OUT017,1552.970703125
FDN50,OUT019,0.0
DRF27,OUT045,2166.044921875
DRF51,OUT013,791.587890625
NCO02,OUT019,0.0
FDB51,OUT027,2292.544921875
FDJ50,OUT013,951.408203125
FDN52,OUT013,160.173828125
FDX14,OUT013,1339.798828125
FDT27,OUT019,1494.693359375
FDV10,OUT013,1048.111328125
FDU33,OUT046,1106.744140625
FDU58,OUT046,2638.158203125
NCP42,OUT027,4480.001953125
FDL51,OUT027,4274.958984375
DRH15,OUT027,2783.466796875
FDU16,OUT017,1428.572265625
FDW15,OUT017,2391.201171875
FDQ44,OUT045,2434.654296875
NCI06,OUT027,4955.380859375
DRK23,OUT019,3292.392578125
FDC28,OUT035,1614.443359375
NCY17,OUT019,0.0
NCV05,OUT018,1656.763671875
FDM34,OUT019,139.251953125
DRD60,OUT027,4361.955078125
FDT38,OUT046,1436.392578125
FDQ57,OUT018,1925.591796875
FDE59,OUT027,2220.017578125
NCM43,OUT046,2598.216796875
DRI51,OUT049,3527.876953125
NCG30,OUT017,2028.080078125
NCK54,OUT035,1775.064453125
FDQ16,OUT019,340.306640625
FDI36,OUT013,3140.724609375
FDX16,OUT027,3858.384765625
FDA34,OUT046,3736.677734375
FDJ48,OUT018,3454.216796875
FDU47,OUT035,1953.103515625
FDS39,OUT046,2699.111328125
FDD11,OUT046,2796.900390625
FDM16,OUT027,3050.787109375
FDU56,OUT018,3154.216796875
FDQ32,OUT017,2403.650390625
DRK35,OUT013,896.486328125
FDA58,OUT049,2223.962890625
DRG48,OUT019,392.759765625
FDT59,OUT010,1667.357421875
FDQ31,OUT019,0.0
FDS51,OUT018,218.544921875
FDW32,OUT027,2969.990234375
FDI15,OUT027,5661.298828125
NCV30,OUT017,1193.681640625
DRG25,OUT049,4559.611328125
FDT02,OUT013,423.384765625
FDO33,OUT027,3547.759765625
FDP38,OUT035,938.009765625
FDZ45,OUT035,3512.666015625
NCA54,OUT027,4141.634765625
FDU33,OUT017,1222.060546875
FDN58,OUT017,5088.544921875
FDI05,OUT045,1405.583984375
FDM57,OUT019,0.0
NCS42,OUT027,3267.458984375
FDB57,OUT045,3685.146484375
FDC03,OUT045,3063.236328125
FDZ58,OUT013,2150.474609375
NCK29,OUT045,2083.435546875
NCR53,OUT045,3658.775390625
FDE26,OUT027,3783.412109375
FDU52,OUT049,2045.373046875
FDE41,OUT027,2798.728515625
FDU38,OUT018,3302.962890625
FDA52,OUT017,2675.447265625
FDW46,OUT046,1310.146484375
DRI59,OUT035,3981.572265625
FDT38,OUT035,1595.787109375
FDL33,OUT018,2088.974609375
FDQ01,OUT027,5007.919921875
FDJ08,OUT046,3312.279296875
FDQ47,OUT049,1094.228515625
NCZ18,OUT013,4534.806640625
FDE29,OUT017,961.259765625
FDF10,OUT027,3505.501953125
FDC48,OUT049,1892.521484375
FDY58,OUT013,4170.177734375
NCX30,OUT010,2104.099609375
FDV11,OUT013,2170.955078125
FDT46,OUT046,917.025390625
DRD01,OUT019,0.0
FDQ11,OUT013,2923.384765625
NCM41,OUT017,1148.572265625
NCC55,OUT013,672.744140625
FDG45,OUT027,6013.427734375
NCQ54,OUT049,3729.603515625
FDM34,OUT045,1974.677734375
FDD17,OUT019,1806.955078125
FDN38,OUT027,5622.021484375
FDB53,OUT018,2939.791015625
NCL06,OUT035,3673.935546875
NCV18,OUT019,875.818359375
FDX25,OUT013,2768.833984375
FDB39,OUT046,986.423828125
FDC33,OUT049,3452.572265625
NCO14,OUT018,208.466796875
FDA58,OUT027,3578.201171875
NCQ02,OUT017,3401.435546875
NCR53,OUT017,3830.541015625
FDN52,OUT046,126.791015625
FDG26,OUT046,3621.740234375
FDE23,OUT027,2336.994140625
DRI37,OUT013,775.466796875
DRH37,OUT018,2085.201171875
FDO01,OUT035,1771.494140625
FDK45,OUT049,1925.712890625
FDP23,OUT049,3484.201171875
FDM33,OUT035,4096.248046875
FDD36,OUT017,1796.439453125
FDL56,OUT017,1743.615234375
FDT27,OUT010,1446.880859375
FDG52,OUT017,599.044921875
NCL42,OUT035,6042.162109375
DRJ24,OUT046,2441.380859375
FDV38,OUT046,1007.306640625
FDT35,OUT045,1673.173828125
FDY51,OUT045,4069.552734375
FDC37,OUT017,2560.712890625
NCP43,OUT013,2602.701171875
FDO33,OUT045,2048.685546875
FDW04,OUT018,2061.255859375
NCC31,OUT046,2318.40625
FDK22,OUT049,2688.43359375
FDJ50,OUT017,1033.66015625
FDV13,OUT017,1640.654296875
DRL60,OUT017,2284.650390625
FDW03,OUT017,2109.755859375
FDY27,OUT035,2180.458984375
FDB39,OUT027,2428.994140625
FDU59,OUT045,2842.216796875
FDZ57,OUT049,1176.896484375
FDO21,OUT049,2468.666015625
FDS43,OUT018,2290.998046875
FDU28,OUT010,175.685546875
FDC51,OUT010,150.099609375
FDW16,OUT010,0.0
FDP32,OUT010,0.0
FDB60,OUT019,1143.599609375
NCQ30,OUT046,1512.521484375
FDD26,OUT049,3061.130859375
FDI44,OUT045,1029.654296875
DRH23,OUT046,1131.099609375
FDO44,OUT046,1760.455078125
FDG04,OUT046,2758.509765625
FDM32,OUT027,2770.021484375
FDM09,OUT013,1962.330078125
FDZ47,OUT013,1511.330078125
FDM40,OUT027,3311.181640625
FDY48,OUT017,1905.748046875
NCM30,OUT045,568.501953125
FDX36,OUT010,1964.900390625
DRF03,OUT017,732.708984375
FDN51,OUT049,4974.255859375
FDM57,OUT049,1187.318359375
FDB35,OUT049,1798.130859375
FDY13,OUT027,2971.853515625
FDA37,OUT017,2314.490234375
NCX53,OUT017,3118.642578125
FDD59,OUT018,893.650390625
FDX10,OUT019,0.0
FDC03,OUT018,2837.123046875
FDW43,OUT035,3800.294921875
FDW10,OUT046,3912.001953125
FDY14,OUT027,6460.544921875
FDV43,OUT045,78.712890625
FDO40,OUT013,2364.873046875
FDP46,OUT027,3321.427734375
NCE43,OUT019,1041.939453125
FDD05,OUT035,2425.732421875
FDJ60,OUT010,536.619140625
DRE27,OUT018,1000.974609375
FDO11,OUT035,4616.818359375
DRG11,OUT027,3418.134765625
FDK33,OUT010,1615.572265625
DRM23,OUT045,2801.861328125
FDJ02,OUT027,3219.529296875
NCZ05,OUT045,1196.958984375
NCL30,OUT013,2678.814453125
FDZ19,OUT018,2244.810546875
FDM45,OUT049,2122.271484375
FDO36,OUT046,2688.025390625
NCK31,OUT045,291.744140625
DRJ37,OUT045,2358.990234375
FDP24,OUT018,1476.966796875
FDF46,OUT013,1900.798828125
FDX46,OUT019,0.0
NCL18,OUT045,2284.525390625
FDJ26,OUT013,2559.126953125
FDJ07,OUT045,1533.470703125
FDY15,OUT013,2266.439453125
DRG01,OUT045,1218.802734375
FDF58,OUT045,1072.361328125
FDZ14,OUT019,139.275390625
FDP31,OUT049,798.591796875
FDH45,OUT013,854.072265625
FDA09,OUT010,1054.736328125
FDW31,OUT035,2377.494140625
FDA57,OUT046,538.697265625
NCE55,OUT035,3716.951171875
FDC17,OUT019,2469.001953125
FDC59,OUT013,1101.802734375
FDA22,OUT013,3388.287109375
FDK52,OUT035,4068.412109375
NCM26,OUT046,2697.869140625
NCT53,OUT035,2016.962890625
FDW45,OUT018,2144.521484375
NCI18,OUT035,2633.845703125
FDE38,OUT018,2643.529296875
FDF08,OUT019,0.0
FDY58,OUT010,2204.146484375
FDF58,OUT019,0.0
FDX39,OUT017,4030.869140625
FDB44,OUT049,3325.958984375
FDF28,OUT013,1837.931640625
FDE39,OUT013,2723.130859375
FDT37,OUT018,3763.865234375
FDZ45,OUT017,3468.736328125
FDO40,OUT035,2490.939453125
FDM57,OUT027,2541.505859375
DRG36,OUT017,3392.998046875
FDY36,OUT010,0.0
DRL60,OUT027,3611.638671875
FDS25,OUT019,164.927734375
DRF49,OUT027,3120.537109375
FDP16,OUT045,4227.509765625
FDS60,OUT049,2447.845703125
FDU15,OUT027,2353.791015625
FDK43,OUT046,2227.896484375
FDN25,OUT046,916.525390625
FDE53,OUT049,1367.130859375
FDB22,OUT013,2311.287109375
FDE39,OUT017,2805.322265625
FDX35,OUT035,3747.369140625
NCG54,OUT049,3576.978515625
FDH27,OUT035,2232.189453125
NCK42,OUT013,3702.685546875
FDS25,OUT049,2165.666015625
FDI10,OUT018,2472.521484375
FDU35,OUT035,2156.119140625
FDI04,OUT017,3251.638671875
DRK23,OUT035,5344.892578125
FDB53,OUT019,1257.572265625
FDY02,OUT049,3704.287109375
FDM60,OUT035,811.041015625
NCJ31,OUT010,1358.634765625
DRP35,OUT017,2352.978515625
NCQ30,OUT018,1230.001953125
